"","id","ano","mes","aisp","homicidios","lesao_morte","latrocinio","tent_homicidio","estupro","roubo_onibus","roubo_veiculos","furto_veiculos","uso_porte_drogas","date"
"1057",1057,2019,7,"AISP 06 - Brotas ",1,0,0,0,3,6,33,19,6,2019-07-15
"1058",1058,2019,7,"AISP 07 - Rio Vermelho ",1,0,0,1,2,2,14,9,9,2019-07-15
"1059",1059,2019,7,"AISP 09 - Boca do Rio ",2,0,0,0,1,1,37,6,6,2019-07-15
"1060",1060,2019,7,"AISP 12 - Itapuã ",8,0,0,4,1,16,45,14,5,2019-07-15
"1061",1061,2019,7,"AISP 14 - Barra ",0,0,0,0,0,0,3,0,2,2019-07-15
"1062",1062,2019,7,"AISP 15 - Nordeste ",4,0,0,0,0,1,1,0,8,2019-07-15
"1063",1063,2019,7,"AISP 16 - Pituba ",0,0,0,0,1,7,12,3,11,2019-07-15
"1064",1064,2019,7,"AISP 01 - Barris ",5,0,0,2,0,4,10,5,13,2019-07-15
"1065",1065,2019,7,"AISP 02 - Liberdade ",5,0,0,0,1,4,30,14,3,2019-07-15
"1066",1066,2019,7,"AISP 03 - Bonfim ",2,0,0,0,0,15,16,11,10,2019-07-15
"1067",1067,2019,7,"AISP 04 - São Caetano ",7,0,0,1,2,26,55,9,1,2019-07-15
"1068",1068,2019,7,"AISP 05 - Periperi ",16,0,0,4,3,12,32,7,1,2019-07-15
"1069",1069,2019,7,"AISP 08 - CIA ",2,0,0,0,0,0,16,1,7,2019-07-15
"1070",1070,2019,7,"AISP 10 - Pau da Lima ",3,0,0,2,1,4,39,13,2,2019-07-15
"1071",1071,2019,7,"AISP 11 - Tancredo Neves ",5,0,0,2,2,28,61,16,13,2019-07-15
"1072",1072,2019,7,"AISP 13 - Cajazeiras ",13,0,1,3,2,12,31,6,4,2019-07-15
"1073",1073,2019,8,"AISP 06 - Brotas ",2,1,0,1,0,7,22,12,14,2019-08-15
"1074",1074,2019,8,"AISP 07 - Rio Vermelho ",1,0,0,0,0,2,4,5,15,2019-08-15
"1075",1075,2019,8,"AISP 09 - Boca do Rio ",1,1,0,0,0,1,33,5,1,2019-08-15
"1076",1076,2019,8,"AISP 12 - Itapuã ",8,0,1,1,4,9,60,13,9,2019-08-15
"1077",1077,2019,8,"AISP 14 - Barra ",0,0,0,0,0,6,2,1,3,2019-08-15
"1078",1078,2019,8,"AISP 15 - Nordeste ",2,0,0,2,0,0,1,0,14,2019-08-15
"1079",1079,2019,8,"AISP 16 - Pituba ",0,0,0,2,1,5,11,3,18,2019-08-15
"1080",1080,2019,8,"AISP 01 - Barris ",4,0,0,2,4,12,7,9,13,2019-08-15
"1081",1081,2019,8,"AISP 02 - Liberdade ",6,0,0,1,1,10,23,10,4,2019-08-15
"1082",1082,2019,8,"AISP 03 - Bonfim ",5,0,0,4,1,12,30,5,6,2019-08-15
"1083",1083,2019,8,"AISP 04 - São Caetano ",14,0,0,2,1,32,34,3,3,2019-08-15
"1084",1084,2019,8,"AISP 05 - Periperi ",12,0,1,10,6,26,27,4,12,2019-08-15
"1085",1085,2019,8,"AISP 08 - CIA ",1,0,0,1,2,1,6,0,12,2019-08-15
"1086",1086,2019,8,"AISP 10 - Pau da Lima ",3,0,0,0,2,3,36,6,1,2019-08-15
"1087",1087,2019,8,"AISP 11 - Tancredo Neves ",12,0,0,0,7,31,56,16,18,2019-08-15
"1088",1088,2019,8,"AISP 13 - Cajazeiras ",5,0,1,1,2,4,22,1,5,2019-08-15
"1089",1089,2019,9,"AISP 06 - Brotas ",4,0,0,0,0,8,31,9,5,2019-09-15
"1090",1090,2019,9,"AISP 07 - Rio Vermelho ",1,0,0,3,0,2,15,2,17,2019-09-15
"1091",1091,2019,9,"AISP 09 - Boca do Rio ",1,0,0,0,1,1,29,6,2,2019-09-15
"1092",1092,2019,9,"AISP 12 - Itapuã ",4,0,0,1,3,12,53,15,8,2019-09-15
"1093",1093,2019,9,"AISP 14 - Barra ",0,0,0,0,0,0,6,1,3,2019-09-15
"1094",1094,2019,9,"AISP 15 - Nordeste ",0,0,0,1,0,1,1,0,2,2019-09-15
"1095",1095,2019,9,"AISP 16 - Pituba ",0,0,0,0,0,16,6,2,12,2019-09-15
"1096",1096,2019,9,"AISP 01 - Barris ",4,0,0,4,0,4,12,4,26,2019-09-15
"1097",1097,2019,9,"AISP 02 - Liberdade ",1,0,0,0,4,6,22,4,7,2019-09-15
"1098",1098,2019,9,"AISP 03 - Bonfim ",6,0,0,0,1,9,23,6,11,2019-09-15
"1099",1099,2019,9,"AISP 04 - São Caetano ",9,0,0,0,2,17,29,8,3,2019-09-15
"1100",1100,2019,9,"AISP 05 - Periperi ",17,0,0,5,2,13,17,6,22,2019-09-15
"1101",1101,2019,9,"AISP 08 - CIA ",0,0,0,0,1,1,6,0,9,2019-09-15
"1102",1102,2019,9,"AISP 10 - Pau da Lima ",11,0,0,1,0,1,34,3,3,2019-09-15
"1103",1103,2019,9,"AISP 11 - Tancredo Neves ",11,0,0,1,3,19,44,17,26,2019-09-15
"1104",1104,2019,9,"AISP 13 - Cajazeiras ",7,0,0,1,1,7,27,1,8,2019-09-15
"1105",1105,2019,10,"AISP 06 - Brotas ",7,0,1,4,1,8,34,7,5,2019-10-15
"1106",1106,2019,10,"AISP 07 - Rio Vermelho ",5,0,1,1,0,7,18,2,8,2019-10-15
"1107",1107,2019,10,"AISP 09 - Boca do Rio ",4,0,0,1,1,4,53,5,0,2019-10-15
"1108",1108,2019,10,"AISP 12 - Itapuã ",13,0,0,1,1,10,53,13,5,2019-10-15
"1109",1109,2019,10,"AISP 14 - Barra ",0,0,0,0,1,1,4,0,1,2019-10-15
"1110",1110,2019,10,"AISP 15 - Nordeste ",1,0,0,0,2,0,3,2,2,2019-10-15
"1111",1111,2019,10,"AISP 16 - Pituba ",0,0,0,1,0,6,9,0,4,2019-10-15
"1112",1112,2019,10,"AISP 01 - Barris ",2,0,0,3,0,6,13,5,8,2019-10-15
"1113",1113,2019,10,"AISP 02 - Liberdade ",9,1,0,4,0,9,29,2,2,2019-10-15
"1114",1114,2019,10,"AISP 03 - Bonfim ",7,0,0,0,5,19,27,4,12,2019-10-15
"1115",1115,2019,10,"AISP 04 - São Caetano ",11,0,0,0,0,35,60,4,0,2019-10-15
"1116",1116,2019,10,"AISP 05 - Periperi ",22,0,0,4,2,19,42,5,1,2019-10-15
"1117",1117,2019,10,"AISP 08 - CIA ",2,0,0,0,0,4,12,0,5,2019-10-15
"1118",1118,2019,10,"AISP 10 - Pau da Lima ",18,0,0,4,1,5,50,13,1,2019-10-15
"1119",1119,2019,10,"AISP 11 - Tancredo Neves ",9,0,0,1,5,34,60,9,20,2019-10-15
"1120",1120,2019,10,"AISP 13 - Cajazeiras ",5,0,0,6,2,10,27,1,0,2019-10-15
"1121",1121,2019,11,"AISP 06 - Brotas ",0,0,0,3,1,7,37,6,2,2019-11-15
"1122",1122,2019,11,"AISP 07 - Rio Vermelho ",3,0,0,0,0,10,13,4,2,2019-11-15
"1123",1123,2019,11,"AISP 09 - Boca do Rio ",0,0,0,0,0,9,46,6,0,2019-11-15
"1124",1124,2019,11,"AISP 12 - Itapuã ",8,0,0,1,4,14,64,25,6,2019-11-15
"1125",1125,2019,11,"AISP 14 - Barra ",0,0,0,0,0,2,7,0,1,2019-11-15
"1126",1126,2019,11,"AISP 15 - Nordeste ",1,0,0,1,0,4,0,0,2,2019-11-15
"1127",1127,2019,11,"AISP 16 - Pituba ",0,0,0,0,0,14,12,4,3,2019-11-15
"1128",1128,2019,11,"AISP 01 - Barris ",0,0,0,3,3,7,15,5,14,2019-11-15
"1129",1129,2019,11,"AISP 02 - Liberdade ",6,0,0,2,0,7,22,5,7,2019-11-15
"1130",1130,2019,11,"AISP 03 - Bonfim ",4,0,0,1,3,21,27,6,14,2019-11-15
"1131",1131,2019,11,"AISP 04 - São Caetano ",5,0,0,3,1,16,40,3,3,2019-11-15
"1132",1132,2019,11,"AISP 05 - Periperi ",16,0,0,1,2,28,31,3,2,2019-11-15
"1133",1133,2019,11,"AISP 08 - CIA ",2,1,0,1,2,2,5,0,0,2019-11-15
"1134",1134,2019,11,"AISP 10 - Pau da Lima ",3,0,0,1,2,7,47,4,0,2019-11-15
"1135",1135,2019,11,"AISP 11 - Tancredo Neves ",18,0,2,3,4,38,63,14,11,2019-11-15
"1136",1136,2019,11,"AISP 13 - Cajazeiras ",5,0,0,1,1,8,25,5,1,2019-11-15
"1137",1137,2019,12,"AISP 06 - Brotas ",6,0,0,0,0,11,11,4,2,2019-12-15
"1138",1138,2019,12,"AISP 07 - Rio Vermelho ",1,0,0,0,1,4,21,3,3,2019-12-15
"1139",1139,2019,12,"AISP 09 - Boca do Rio ",1,0,0,0,1,4,36,6,0,2019-12-15
"1140",1140,2019,12,"AISP 12 - Itapuã ",12,0,0,2,1,16,61,24,7,2019-12-15
"1141",1141,2019,12,"AISP 14 - Barra ",0,0,1,0,0,0,9,0,2,2019-12-15
"1142",1142,2019,12,"AISP 15 - Nordeste ",3,1,0,0,0,5,2,0,1,2019-12-15
"1143",1143,2019,12,"AISP 16 - Pituba ",1,0,0,0,2,15,8,2,4,2019-12-15
"1144",1144,2019,12,"AISP 01 - Barris ",2,0,0,2,2,8,17,2,9,2019-12-15
"1145",1145,2019,12,"AISP 02 - Liberdade ",5,1,0,1,0,4,25,6,6,2019-12-15
"1146",1146,2019,12,"AISP 03 - Bonfim ",4,0,0,4,2,15,16,7,12,2019-12-15
"1147",1147,2019,12,"AISP 04 - São Caetano ",15,0,0,0,0,23,49,8,0,2019-12-15
"1148",1148,2019,12,"AISP 05 - Periperi ",16,0,0,3,3,30,27,4,7,2019-12-15
"1149",1149,2019,12,"AISP 08 - CIA ",2,0,0,0,1,6,5,0,0,2019-12-15
"1150",1150,2019,12,"AISP 10 - Pau da Lima ",7,0,0,1,0,7,41,10,4,2019-12-15
"1151",1151,2019,12,"AISP 11 - Tancredo Neves ",14,0,0,4,5,44,37,12,8,2019-12-15
"1152",1152,2019,12,"AISP 13 - Cajazeiras ",3,0,0,2,1,14,28,4,1,2019-12-15
"1153",1153,2020,1,"AISP 06 - Brotas ",2,0,0,0,3,5,31,5,1,2020-01-15
"1154",1154,2020,1,"AISP 07 - Rio Vermelho ",1,0,0,0,2,3,12,3,9,2020-01-15
"1155",1155,2020,1,"AISP 09 - Boca do Rio ",1,0,0,0,1,13,32,2,0,2020-01-15
"1156",1156,2020,1,"AISP 12 - Itapuã ",5,0,0,3,9,10,62,14,1,2020-01-15
"1157",1157,2020,1,"AISP 14 - Barra ",0,0,0,0,0,1,5,1,1,2020-01-15
"1158",1158,2020,1,"AISP 15 - Nordeste ",1,0,0,1,1,4,2,0,0,2020-01-15
"1159",1159,2020,1,"AISP 16 - Pituba ",0,0,0,0,2,13,9,1,6,2020-01-15
"1160",1160,2020,1,"AISP 01 - Barris ",0,0,0,0,0,0,0,0,0,2020-01-15
"1161",1161,2020,1,"AISP 02 - Liberdade ",0,0,0,0,0,0,0,0,0,2020-01-15
"1162",1162,2020,1,"AISP 03 - Bonfim ",0,0,0,0,0,0,0,0,0,2020-01-15
"1163",1163,2020,1,"AISP 04 - São Caetano ",0,0,0,0,0,0,0,0,0,2020-01-15
"1164",1164,2020,1,"AISP 05 - Periperi ",0,0,0,0,0,0,0,0,0,2020-01-15
"1165",1165,2020,1,"AISP 08 - CIA ",0,0,0,0,0,0,0,0,0,2020-01-15
"1166",1166,2020,1,"AISP 10 - Pau da Lima ",0,0,0,0,0,0,0,0,0,2020-01-15
"1167",1167,2020,1,"AISP 11 - Tancredo Neves ",0,0,0,0,0,0,0,0,0,2020-01-15
"1168",1168,2020,1,"AISP 13 - Cajazeiras ",0,0,0,0,0,0,0,0,0,2020-01-15
"1169",1169,2020,2,"AISP 06 - Brotas ",5,0,0,1,2,19,25,1,6,2020-02-15
"1170",1170,2020,2,"AISP 07 - Rio Vermelho ",0,0,0,0,3,1,8,7,5,2020-02-15
"1171",1171,2020,2,"AISP 09 - Boca do Rio ",4,0,0,0,0,6,26,7,0,2020-02-15
"1172",1172,2020,2,"AISP 12 - Itapuã ",12,0,1,0,11,16,80,16,3,2020-02-15
"1173",1173,2020,2,"AISP 14 - Barra ",0,0,0,0,1,0,5,1,0,2020-02-15
"1174",1174,2020,2,"AISP 15 - Nordeste ",2,0,0,0,1,8,3,1,0,2020-02-15
"1175",1175,2020,2,"AISP 16 - Pituba ",0,0,0,0,2,8,16,1,6,2020-02-15
"1176",1176,2020,2,"AISP 01 - Barris ",0,0,0,0,0,0,0,0,0,2020-02-15
"1177",1177,2020,2,"AISP 02 - Liberdade ",0,0,0,0,0,0,0,0,0,2020-02-15
"1178",1178,2020,2,"AISP 03 - Bonfim ",0,0,0,0,0,0,0,0,0,2020-02-15
"1179",1179,2020,2,"AISP 04 - São Caetano ",0,0,0,0,0,0,0,0,0,2020-02-15
"1180",1180,2020,2,"AISP 05 - Periperi ",0,0,0,0,0,0,0,0,0,2020-02-15
"1181",1181,2020,2,"AISP 08 - CIA ",0,0,0,0,0,0,0,0,0,2020-02-15
"1182",1182,2020,2,"AISP 10 - Pau da Lima ",0,0,0,0,0,0,0,0,0,2020-02-15
"1183",1183,2020,2,"AISP 11 - Tancredo Neves ",0,0,0,0,0,0,0,0,0,2020-02-15
"1184",1184,2020,2,"AISP 13 - Cajazeiras ",0,0,0,0,0,0,0,0,0,2020-02-15
"1185",1185,2020,3,"AISP 06 - Brotas ",1,0,0,3,3,12,36,5,6,2020-03-15
"1186",1186,2020,3,"AISP 07 - Rio Vermelho ",2,0,0,0,1,3,26,3,2,2020-03-15
"1187",1187,2020,3,"AISP 09 - Boca do Rio ",3,0,0,1,0,7,35,2,0,2020-03-15
"1188",1188,2020,3,"AISP 12 - Itapuã ",9,0,0,6,4,5,78,4,5,2020-03-15
"1189",1189,2020,3,"AISP 14 - Barra ",0,0,0,0,1,1,5,2,0,2020-03-15
"1190",1190,2020,3,"AISP 15 - Nordeste ",1,0,0,0,2,1,3,0,2,2020-03-15
"1191",1191,2020,3,"AISP 16 - Pituba ",0,0,0,0,0,7,21,0,0,2020-03-15
"1192",1192,2020,3,"AISP 01 - Barris ",0,0,0,0,0,0,0,0,0,2020-03-15
"1193",1193,2020,3,"AISP 02 - Liberdade ",0,0,0,0,0,0,0,0,0,2020-03-15
"1194",1194,2020,3,"AISP 03 - Bonfim ",0,0,0,0,0,0,0,0,0,2020-03-15
"1195",1195,2020,3,"AISP 04 - São Caetano ",0,0,0,0,0,0,0,0,0,2020-03-15
"1196",1196,2020,3,"AISP 05 - Periperi ",0,0,0,0,0,0,0,0,0,2020-03-15
"1197",1197,2020,3,"AISP 08 - CIA ",0,0,0,0,0,0,0,0,0,2020-03-15
"1198",1198,2020,3,"AISP 10 - Pau da Lima ",0,0,0,0,0,0,0,0,0,2020-03-15
"1199",1199,2020,3,"AISP 11 - Tancredo Neves ",0,0,0,0,0,0,0,0,0,2020-03-15
"1200",1200,2020,3,"AISP 13 - Cajazeiras ",0,0,0,0,0,0,0,0,0,2020-03-15
"1201",1201,2020,4,"AISP 06 - Brotas ",6,0,1,2,2,7,20,6,6,2020-04-15
"1202",1202,2020,4,"AISP 07 - Rio Vermelho ",1,0,0,0,1,4,10,0,3,2020-04-15
"1203",1203,2020,4,"AISP 09 - Boca do Rio ",8,0,0,1,2,2,32,5,1,2020-04-15
"1204",1204,2020,4,"AISP 12 - Itapuã ",9,1,0,0,1,2,50,5,1,2020-04-15
"1205",1205,2020,4,"AISP 14 - Barra ",0,0,0,0,0,1,5,0,0,2020-04-15
"1206",1206,2020,4,"AISP 15 - Nordeste ",3,0,0,0,0,1,3,0,0,2020-04-15
"1207",1207,2020,4,"AISP 16 - Pituba ",0,0,0,0,0,9,16,1,3,2020-04-15
"1208",1208,2020,4,"AISP 01 - Barris ",0,0,0,0,0,0,0,0,0,2020-04-15
"1209",1209,2020,4,"AISP 02 - Liberdade ",0,0,0,0,0,0,0,0,0,2020-04-15
"1210",1210,2020,4,"AISP 03 - Bonfim ",0,0,0,0,0,0,0,0,0,2020-04-15
"1211",1211,2020,4,"AISP 04 - São Caetano ",0,0,0,0,0,0,0,0,0,2020-04-15
"1212",1212,2020,4,"AISP 05 - Periperi ",0,0,0,0,0,0,0,0,0,2020-04-15
"1213",1213,2020,4,"AISP 08 - CIA ",0,0,0,0,0,0,0,0,0,2020-04-15
"1214",1214,2020,4,"AISP 10 - Pau da Lima ",0,0,0,0,0,0,0,0,0,2020-04-15
"1215",1215,2020,4,"AISP 11 - Tancredo Neves ",0,0,0,0,0,0,0,0,0,2020-04-15
"1216",1216,2020,4,"AISP 13 - Cajazeiras ",0,0,0,0,0,0,0,0,0,2020-04-15
"1217",1217,2020,5,"AISP 06 - Brotas ",4,0,0,0,1,4,19,6,1,2020-05-15
"1218",1218,2020,5,"AISP 07 - Rio Vermelho ",1,0,0,2,0,2,7,0,7,2020-05-15
"1219",1219,2020,5,"AISP 09 - Boca do Rio ",1,0,0,0,1,0,31,2,1,2020-05-15
"1220",1220,2020,5,"AISP 12 - Itapuã ",14,0,0,3,2,7,45,1,0,2020-05-15
"1221",1221,2020,5,"AISP 14 - Barra ",0,0,0,0,0,0,6,0,2,2020-05-15
"1222",1222,2020,5,"AISP 15 - Nordeste ",0,0,0,0,0,2,1,0,0,2020-05-15
"1223",1223,2020,5,"AISP 16 - Pituba ",0,0,0,0,1,9,8,1,6,2020-05-15
"1224",1224,2020,5,"AISP 01 - Barris ",0,0,0,0,0,0,0,0,0,2020-05-15
"1225",1225,2020,5,"AISP 02 - Liberdade ",0,0,0,0,0,0,0,0,0,2020-05-15
"1226",1226,2020,5,"AISP 03 - Bonfim ",0,0,0,0,0,0,0,0,0,2020-05-15
"1227",1227,2020,5,"AISP 04 - São Caetano ",0,0,0,0,0,0,0,0,0,2020-05-15
"1228",1228,2020,5,"AISP 05 - Periperi ",0,0,0,0,0,0,0,0,0,2020-05-15
"1229",1229,2020,5,"AISP 08 - CIA ",0,0,0,0,0,0,0,0,0,2020-05-15
"1230",1230,2020,5,"AISP 10 - Pau da Lima ",0,0,0,0,0,0,0,0,0,2020-05-15
"1231",1231,2020,5,"AISP 11 - Tancredo Neves ",0,0,0,0,0,0,0,0,0,2020-05-15
"1232",1232,2020,5,"AISP 13 - Cajazeiras ",0,0,0,0,0,0,0,0,0,2020-05-15
"1233",1233,2020,6,"AISP 06 - Brotas ",1,0,0,0,1,11,16,11,1,2020-06-15
"1234",1234,2020,6,"AISP 07 - Rio Vermelho ",2,0,0,0,0,0,4,3,6,2020-06-15
"1235",1235,2020,6,"AISP 09 - Boca do Rio ",0,1,0,0,2,4,14,0,0,2020-06-15
"1236",1236,2020,6,"AISP 12 - Itapuã ",10,0,0,0,0,8,35,7,0,2020-06-15
"1237",1237,2020,6,"AISP 14 - Barra ",0,0,0,0,1,0,2,0,2,2020-06-15
"1238",1238,2020,6,"AISP 15 - Nordeste ",1,0,0,0,0,1,0,1,1,2020-06-15
"1239",1239,2020,6,"AISP 16 - Pituba ",0,0,0,0,0,4,16,2,6,2020-06-15
"1240",1240,2020,6,"AISP 01 - Barris ",0,0,0,0,0,0,0,0,0,2020-06-15
"1241",1241,2020,6,"AISP 02 - Liberdade ",0,0,0,0,0,0,0,0,0,2020-06-15
"1242",1242,2020,6,"AISP 03 - Bonfim ",0,0,0,0,0,0,0,0,0,2020-06-15
"1243",1243,2020,6,"AISP 04 - São Caetano ",0,0,0,0,0,0,0,0,0,2020-06-15
"1244",1244,2020,6,"AISP 05 - Periperi ",0,0,0,0,0,0,0,0,0,2020-06-15
"1245",1245,2020,6,"AISP 08 - CIA ",0,0,0,0,0,0,0,0,0,2020-06-15
"1246",1246,2020,6,"AISP 10 - Pau da Lima ",0,0,0,0,0,0,0,0,0,2020-06-15
"1247",1247,2020,6,"AISP 11 - Tancredo Neves ",0,0,0,0,0,0,0,0,0,2020-06-15
"1248",1248,2020,6,"AISP 13 - Cajazeiras ",0,0,0,0,0,0,0,0,0,2020-06-15
